customer_id,signup_date,region,currency_preference,segment,acquisition_channel,age_band,country,country_latitude,country_longitude
CUST0000555,2024-03-30 04:39:00,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0000556,2024-12-01 14:58:00,EU,GBP,Consumer,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000557,2025-06-25 03:52:00,EU,EUR,SOHO,Email,25-34,France,46.2276,2.2137
CUST0000558,2025-01-23 22:19:00,LATAM,USD,Consumer,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0000559,2025-01-15 07:30:00,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0000560,2025-07-20 21:01:00,EU,GBP,SOHO,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0000561,2024-05-15 17:18:00,APAC,AUD,Consumer,Organic,18-24,Australia,-25.2744,133.7751
CUST0000562,2024-07-21 12:49:00,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0000563,2024-09-20 03:12:00,,USD,SOHO,Retail Media,35-44,United States,39.8283,-98.5795
CUST0000564,2025-06-24 04:52:00,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0000565,2024-05-12 09:20:00,EU,EUR,SOHO,Paid Search,55+,Spain,40.4637,-3.7492
CUST0000566,2024-06-23 00:04:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000567,2024-09-11 21:48:00,APAC,USD,Consumer,Organic,45-54,Philippines,12.8797,121.774
CUST0000568,2025-02-08 14:46:00,,USD,Consumer,Social,18-24,United States,39.8283,-98.5795
CUST0000569,2024-07-16 02:11:00,EU,EUR,SOHO,Social,25-34,Germany,51.1657,10.4515
CUST0000570,2024-02-16 17:04:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000571,2025-07-05 21:57:00,,USD,SOHO,Retail Media,25-34,United States,39.8283,-98.5795
CUST0000572,2025-01-29 01:05:00,APAC,USD,Consumer,Organic,18-24,Philippines,12.8797,121.774
CUST0000573,2025-02-04 22:35:00,EU,EUR,SOHO,Email,25-34,Germany,51.1657,10.4515
CUST0000574,2025-06-23 20:12:00,EU,EUR,Consumer,Paid Search,25-34,France,46.2276,2.2137
CUST0000575,2024-06-25 22:28:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000576,2025-02-16 03:42:00,EU,GBP,SOHO,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000577,2025-02-18 09:23:00,EU,GBP,Consumer,Email,55+,United Kingdom,55.3781,-3.436
CUST0000578,2024-12-07 01:51:00,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000579,2025-07-23 21:13:00,EU,EUR,Consumer,Affiliate,35-44,Germany,51.1657,10.4515
CUST0000580,2024-12-15 08:44:00,EU,EUR,SOHO,Organic,45-54,Netherlands,52.1326,5.2913
CUST0000581,2024-04-22 07:11:00,EU,EUR,SMB,Social,35-44,France,46.2276,2.2137
CUST0000582,2024-05-09 02:08:00,EU,GBP,Consumer,Email,45-54,United Kingdom,55.3781,-3.436
CUST0000583,2025-01-18 10:07:00,,USD,Consumer,Social,55+,United States,39.8283,-98.5795
CUST0000584,2024-02-04 10:44:00,,USD,SOHO,Social,25-34,Canada,56.1304,-106.3468
CUST0000585,2025-03-17 08:55:00,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0000586,2025-07-07 08:43:00,EU,GBP,SMB,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000587,2025-02-23 00:27:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000588,2025-03-07 21:57:00,LATAM,USD,Enterprise,Email,25-34,Brazil,-14.235,-51.9253
CUST0000589,2024-11-17 21:43:00,,USD,SOHO,Organic,55+,United States,39.8283,-98.5795
CUST0000590,2025-05-31 19:39:00,,USD,SOHO,Social,45-54,Canada,56.1304,-106.3468
CUST0000591,2024-02-25 22:32:00,EU,EUR,SOHO,Paid Search,18-24,France,46.2276,2.2137
CUST0000592,2025-04-29 02:41:00,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000593,2025-01-15 03:09:00,,USD,Consumer,Paid Search,55+,Canada,56.1304,-106.3468
CUST0000594,2024-04-07 20:29:00,EU,EUR,Consumer,Paid Search,18-24,Germany,51.1657,10.4515
CUST0000595,2025-06-15 15:04:00,EU,EUR,Consumer,Email,35-44,Netherlands,52.1326,5.2913
CUST0000596,2024-01-31 01:31:00,APAC,USD,Consumer,Paid Search,25-34,Philippines,12.8797,121.774
CUST0000597,2025-08-02 17:51:00,EU,EUR,SMB,Paid Search,18-24,Netherlands,52.1326,5.2913
CUST0000598,2025-03-12 22:40:00,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000599,2024-09-24 22:56:00,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0000600,2025-04-04 04:22:00,EU,EUR,Consumer,Social,18-24,France,46.2276,2.2137
CUST0000601,2024-08-16 00:01:00,EU,EUR,SOHO,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0000602,2024-07-14 23:59:00,APAC,AUD,Consumer,Email,35-44,Australia,-25.2744,133.7751
CUST0000603,2024-05-02 21:14:00,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0000604,2025-01-29 12:24:00,EU,GBP,SMB,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0000605,2024-02-04 14:24:00,EU,GBP,Consumer,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000606,2025-08-04 09:54:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000607,2024-11-24 09:10:00,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000608,2024-02-09 00:02:00,EU,EUR,SOHO,Paid Search,25-34,France,46.2276,2.2137
CUST0000609,2024-02-24 12:37:00,EU,GBP,Consumer,Retail Media,55+,United Kingdom,55.3781,-3.436
CUST0000610,2024-10-03 14:45:00,,USD,SOHO,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0000611,2024-03-20 08:01:00,EU,GBP,Consumer,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0000612,2024-01-31 13:25:00,,USD,SMB,Social,45-54,United States,39.8283,-98.5795
CUST0000613,2024-10-26 06:28:00,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000614,2025-05-10 02:26:00,EU,EUR,Consumer,Organic,25-34,France,46.2276,2.2137
CUST0000615,2024-10-31 17:32:00,EU,GBP,Consumer,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000616,2024-11-12 12:56:00,,USD,Consumer,Affiliate,45-54,United States,39.8283,-98.5795
CUST0000617,2024-05-13 16:58:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000618,2024-01-01 19:37:00,,USD,SOHO,Paid Search,45-54,United States,39.8283,-98.5795
CUST0000619,2025-06-20 06:32:00,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000620,2024-04-30 05:59:00,,USD,SMB,Organic,25-34,United States,39.8283,-98.5795
CUST0000621,2025-01-19 20:05:00,EU,EUR,SOHO,Email,55+,France,46.2276,2.2137
CUST0000622,2025-03-17 13:01:00,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000623,2024-07-28 20:52:00,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0000624,2024-12-19 21:19:00,EU,GBP,Consumer,Affiliate,45-54,United Kingdom,55.3781,-3.436
CUST0000625,2025-01-31 04:19:00,,USD,Consumer,Affiliate,55+,Canada,56.1304,-106.3468
CUST0000626,2024-02-13 07:13:00,APAC,USD,SMB,Organic,18-24,Philippines,12.8797,121.774
CUST0000627,2024-10-02 02:01:00,,USD,SOHO,Organic,25-34,Canada,56.1304,-106.3468
CUST0000628,2024-08-13 19:51:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000629,2024-07-10 22:32:00,EU,EUR,Consumer,Paid Search,35-44,Spain,40.4637,-3.7492
CUST0000630,2025-04-10 23:27:00,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0000631,2024-05-15 15:41:00,EU,EUR,Enterprise,Paid Search,25-34,Spain,40.4637,-3.7492
CUST0000632,2025-08-15 22:32:00,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000633,2024-06-01 23:34:00,APAC,USD,Consumer,Affiliate,35-44,Philippines,12.8797,121.774
CUST0000634,2024-09-18 02:19:00,EU,EUR,Consumer,Organic,25-34,France,46.2276,2.2137
CUST0000635,2025-08-28 18:41:00,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000636,2025-01-10 07:01:00,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0000637,2024-02-07 18:55:00,,USD,Consumer,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0000638,2024-08-31 11:49:00,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0000639,2024-11-05 22:30:00,EU,EUR,Consumer,Email,35-44,Netherlands,52.1326,5.2913
CUST0000640,2024-11-24 14:23:00,EU,EUR,SMB,Email,18-24,Spain,40.4637,-3.7492
CUST0000641,2025-06-22 17:48:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000642,2024-09-26 06:07:00,EU,EUR,SOHO,Organic,35-44,Spain,40.4637,-3.7492
CUST0000643,2024-06-17 16:10:00,,USD,SOHO,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0000644,2025-07-08 12:39:00,APAC,AUD,SOHO,Email,45-54,Australia,-25.2744,133.7751
CUST0000645,2024-12-04 16:58:00,EU,EUR,SMB,Paid Search,45-54,Germany,51.1657,10.4515
CUST0000646,2024-07-01 17:30:00,,USD,Consumer,Affiliate,45-54,United States,39.8283,-98.5795
CUST0000647,2024-08-31 07:50:00,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0000648,2025-06-27 17:24:00,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000649,2025-03-06 00:38:00,APAC,USD,Consumer,Organic,35-44,Philippines,12.8797,121.774
CUST0000650,2024-12-05 21:06:00,,USD,SOHO,Affiliate,18-24,United States,39.8283,-98.5795
CUST0000651,2024-09-13 11:25:00,EU,EUR,Consumer,Email,18-24,Spain,40.4637,-3.7492
CUST0000652,2025-06-28 02:31:00,EU,EUR,SMB,Social,18-24,Germany,51.1657,10.4515
CUST0000653,2025-08-17 13:45:00,EU,GBP,Consumer,Email,25-34,United Kingdom,55.3781,-3.436
CUST0000654,2025-03-08 00:40:00,,USD,SMB,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0000655,2024-01-27 19:42:00,EU,EUR,Consumer,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0000656,2024-12-05 10:10:00,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0000657,2024-02-01 23:40:00,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000658,2025-04-22 08:41:00,EU,EUR,SOHO,Paid Search,25-34,France,46.2276,2.2137
CUST0000659,2024-04-28 00:54:00,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0000660,2025-03-08 04:59:00,,USD,SMB,Retail Media,18-24,United States,39.8283,-98.5795
CUST0000661,2025-05-28 11:01:00,EU,GBP,SMB,Paid Search,55+,United Kingdom,55.3781,-3.436
CUST0000662,2024-01-03 06:56:00,EU,EUR,SMB,Paid Search,25-34,France,46.2276,2.2137
CUST0000663,2025-02-19 23:35:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000664,2024-07-22 07:05:00,EU,EUR,SMB,Social,25-34,France,46.2276,2.2137
CUST0000665,2025-03-26 01:58:00,EU,GBP,SOHO,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0000666,2025-05-14 08:30:00,EU,EUR,Consumer,Paid Search,25-34,France,46.2276,2.2137
CUST0000667,2024-09-30 07:37:00,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0000668,2025-06-15 02:12:00,EU,EUR,Consumer,Organic,25-34,Netherlands,52.1326,5.2913
CUST0000669,2025-07-28 11:07:00,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0000670,2024-05-11 22:12:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000671,2025-03-23 04:50:00,,USD,Enterprise,Organic,35-44,United States,39.8283,-98.5795
CUST0000672,2024-07-19 08:34:00,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000673,2024-05-12 06:09:00,EU,EUR,Consumer,Organic,55+,Germany,51.1657,10.4515
CUST0000674,2024-12-22 04:11:00,EU,EUR,SMB,Email,35-44,France,46.2276,2.2137
CUST0000675,2024-05-14 12:57:00,,USD,Consumer,Organic,55+,Canada,56.1304,-106.3468
CUST0000676,2025-01-17 08:55:00,EU,EUR,SMB,Organic,25-34,Netherlands,52.1326,5.2913
CUST0000677,2024-04-27 15:33:00,,USD,Consumer,Social,55+,United States,39.8283,-98.5795
CUST0000678,2024-01-27 08:19:00,APAC,AUD,Consumer,Paid Search,18-24,Australia,-25.2744,133.7751
CUST0000679,2025-07-26 04:42:00,EU,GBP,Consumer,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000680,2025-03-15 09:11:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000681,2025-03-15 14:10:00,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0000682,2025-01-07 12:20:00,EU,EUR,SOHO,Email,35-44,Germany,51.1657,10.4515
CUST0000683,2025-01-01 11:56:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000684,2025-05-29 18:54:00,,USD,SMB,Affiliate,55+,United States,39.8283,-98.5795
CUST0000685,2024-10-24 08:34:00,,USD,Consumer,Paid Search,55+,United States,39.8283,-98.5795
CUST0000686,2024-07-28 14:26:00,EU,EUR,Consumer,Organic,55+,Germany,51.1657,10.4515
CUST0000687,2024-07-09 05:05:00,,USD,SOHO,Organic,55+,Canada,56.1304,-106.3468
CUST0000688,2025-05-25 04:14:00,EU,GBP,Consumer,Affiliate,45-54,United Kingdom,55.3781,-3.436
CUST0000689,2024-10-26 14:00:00,LATAM,USD,SOHO,Email,55+,Brazil,-14.235,-51.9253
CUST0000690,2025-04-10 06:58:00,EU,EUR,SMB,Paid Search,45-54,France,46.2276,2.2137
CUST0000691,2024-03-04 05:26:00,,USD,SOHO,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0000692,2024-06-03 23:00:00,EU,EUR,Consumer,Affiliate,45-54,Netherlands,52.1326,5.2913
CUST0000693,2024-10-24 06:12:00,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0000694,2024-06-09 06:07:00,EU,EUR,SOHO,Email,35-44,France,46.2276,2.2137
CUST0000695,2024-11-29 16:34:00,,USD,SMB,Organic,25-34,Canada,56.1304,-106.3468
CUST0000696,2024-04-22 13:44:00,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0000697,2024-06-07 02:23:00,EU,EUR,Consumer,Retail Media,45-54,Germany,51.1657,10.4515
CUST0000698,2024-07-06 02:03:00,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000699,2025-07-14 02:13:00,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000700,2024-09-23 10:41:00,,USD,Consumer,Affiliate,25-34,United States,39.8283,-98.5795
CUST0000701,2024-01-15 21:24:00,APAC,USD,Consumer,Retail Media,25-34,Philippines,12.8797,121.774
CUST0000702,2024-04-24 20:09:00,APAC,AUD,SMB,Retail Media,35-44,Australia,-25.2744,133.7751
CUST0000703,2025-04-29 14:30:00,EU,GBP,SMB,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0000704,2024-03-12 18:24:00,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000705,2024-03-21 19:58:00,EU,EUR,Consumer,Social,55+,France,46.2276,2.2137
CUST0000706,2024-06-16 22:19:00,LATAM,USD,Consumer,Affiliate,35-44,Brazil,-14.235,-51.9253
CUST0000707,2024-11-17 12:54:00,EU,GBP,Enterprise,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000708,2024-03-03 14:44:00,,USD,Enterprise,Social,55+,United States,39.8283,-98.5795
CUST0000709,2024-09-08 08:16:00,,USD,SMB,Organic,35-44,Canada,56.1304,-106.3468
CUST0000710,2024-09-24 05:29:00,APAC,AUD,SOHO,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000711,2025-07-26 18:11:00,,USD,Consumer,Social,35-44,Canada,56.1304,-106.3468
CUST0000712,2024-05-28 12:19:00,LATAM,USD,SOHO,Affiliate,35-44,Brazil,-14.235,-51.9253
CUST0000713,2025-07-27 02:55:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000714,2024-04-07 09:36:00,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0000715,2024-04-26 16:05:00,EU,EUR,SOHO,Affiliate,25-34,Netherlands,52.1326,5.2913
CUST0000716,2024-01-06 04:32:00,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000717,2024-04-15 18:14:00,EU,EUR,Consumer,Organic,18-24,France,46.2276,2.2137
CUST0000718,2024-03-31 14:18:00,EU,EUR,Consumer,Email,45-54,Netherlands,52.1326,5.2913
CUST0000719,2025-02-14 02:45:00,,USD,Consumer,Social,45-54,United States,39.8283,-98.5795
CUST0000720,2024-07-02 01:00:00,,USD,SMB,Affiliate,25-34,Canada,56.1304,-106.3468
CUST0000721,2025-07-18 09:25:00,EU,EUR,Consumer,Email,25-34,Netherlands,52.1326,5.2913
CUST0000722,2025-03-22 01:14:00,,USD,Consumer,Email,55+,Canada,56.1304,-106.3468
CUST0000723,2025-04-13 16:22:00,APAC,AUD,Consumer,Email,55+,Australia,-25.2744,133.7751
CUST0000724,2024-11-24 00:45:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000725,2025-04-14 09:50:00,EU,GBP,Consumer,Social,45-54,United Kingdom,55.3781,-3.436
CUST0000726,2024-03-19 00:54:00,EU,EUR,SOHO,Organic,35-44,Netherlands,52.1326,5.2913
CUST0000727,2025-02-09 04:49:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000728,2025-05-26 12:52:00,,USD,SOHO,Organic,25-34,United States,39.8283,-98.5795
CUST0000729,2025-03-02 18:39:00,,USD,Enterprise,Email,25-34,United States,39.8283,-98.5795
CUST0000730,2025-05-03 23:35:00,EU,GBP,SOHO,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000731,2025-08-03 02:42:00,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000732,2025-03-31 13:34:00,EU,EUR,Consumer,Email,25-34,Spain,40.4637,-3.7492
CUST0000733,2024-09-17 16:03:00,EU,EUR,SMB,Social,25-34,France,46.2276,2.2137
CUST0000734,2024-06-04 15:59:00,EU,GBP,Consumer,Email,35-44,United Kingdom,55.3781,-3.436
CUST0000735,2025-03-25 18:09:00,,USD,SMB,Organic,18-24,United States,39.8283,-98.5795
CUST0000736,2025-04-22 02:44:00,EU,EUR,SMB,Paid Search,45-54,France,46.2276,2.2137
CUST0000737,2025-03-21 15:32:00,APAC,AUD,SMB,Email,25-34,Australia,-25.2744,133.7751
CUST0000738,2024-08-09 19:28:00,,USD,SMB,Paid Search,35-44,United States,39.8283,-98.5795
CUST0000739,2024-08-24 22:26:00,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0000740,2025-04-03 12:48:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000741,2024-08-28 21:18:00,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0000742,2025-05-16 22:49:00,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000743,2024-09-17 04:42:00,,USD,Consumer,Organic,45-54,United States,39.8283,-98.5795
CUST0000744,2025-08-27 04:50:00,,USD,SOHO,Social,45-54,Canada,56.1304,-106.3468
CUST0000745,2025-03-30 21:10:00,EU,EUR,Consumer,Organic,25-34,Spain,40.4637,-3.7492
CUST0000746,2024-02-26 02:44:00,EU,GBP,SMB,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000747,2025-03-29 20:33:00,LATAM,USD,SOHO,Social,18-24,Brazil,-14.235,-51.9253
CUST0000748,2025-08-15 01:05:00,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000749,2025-05-21 08:49:00,EU,GBP,SMB,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000750,2024-01-26 18:08:00,LATAM,USD,SOHO,Organic,45-54,Brazil,-14.235,-51.9253
CUST0000751,2025-08-27 00:26:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000752,2025-08-23 07:21:00,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000753,2024-05-17 14:44:00,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0000754,2025-03-03 00:01:00,EU,EUR,SOHO,Email,45-54,France,46.2276,2.2137
CUST0000755,2025-07-15 13:19:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000756,2024-05-28 15:24:00,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000757,2024-12-12 22:36:00,APAC,AUD,SOHO,Social,25-34,Australia,-25.2744,133.7751
CUST0000758,2025-01-28 06:20:00,,USD,Consumer,Retail Media,25-34,Canada,56.1304,-106.3468
CUST0000759,2024-01-28 11:12:00,EU,EUR,Consumer,Organic,25-34,Germany,51.1657,10.4515
CUST0000760,2025-01-06 11:27:00,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000761,2025-05-10 09:13:00,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0000762,2024-08-06 15:46:00,EU,EUR,SOHO,Organic,25-34,Germany,51.1657,10.4515
CUST0000763,2025-02-14 01:04:00,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000764,2024-03-11 09:25:00,EU,EUR,Consumer,Paid Search,25-34,Germany,51.1657,10.4515
CUST0000765,2025-07-23 11:58:00,EU,EUR,SOHO,Social,25-34,Spain,40.4637,-3.7492
CUST0000766,2024-05-07 03:54:00,EU,EUR,Enterprise,Email,45-54,Spain,40.4637,-3.7492
CUST0000767,2025-04-13 12:31:00,EU,EUR,Consumer,Email,18-24,Germany,51.1657,10.4515
CUST0000768,2024-11-03 16:08:00,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000769,2025-04-02 10:12:00,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000770,2025-06-07 14:22:00,,USD,SMB,Social,35-44,United States,39.8283,-98.5795
CUST0000771,2024-05-15 11:53:00,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0000772,2025-03-23 14:35:00,EU,GBP,Consumer,Paid Search,25-34,United Kingdom,55.3781,-3.436
CUST0000773,2024-10-04 06:06:00,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000774,2025-06-30 06:15:00,EU,GBP,Consumer,Paid Search,45-54,United Kingdom,55.3781,-3.436
CUST0000775,2024-07-12 17:03:00,EU,GBP,SOHO,Email,55+,United Kingdom,55.3781,-3.436
CUST0000776,2024-05-05 20:30:00,EU,EUR,SOHO,Email,18-24,Germany,51.1657,10.4515
CUST0000777,2025-06-18 18:19:00,APAC,AUD,SOHO,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000778,2025-01-09 13:41:00,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000779,2025-08-07 09:40:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000780,2024-01-31 21:04:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000781,2024-11-05 08:45:00,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000782,2025-06-09 14:34:00,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000783,2025-04-22 07:54:00,APAC,AUD,Consumer,Social,55+,Australia,-25.2744,133.7751
CUST0000784,2025-06-13 03:40:00,EU,EUR,Consumer,Organic,35-44,Germany,51.1657,10.4515
CUST0000785,2024-10-01 22:52:00,EU,EUR,Enterprise,Affiliate,25-34,France,46.2276,2.2137
CUST0000786,2024-01-16 13:20:00,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0000787,2024-02-18 05:21:00,,USD,SMB,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000788,2024-10-07 14:31:00,APAC,AUD,Consumer,Affiliate,25-34,Australia,-25.2744,133.7751
CUST0000789,2025-05-09 14:38:00,EU,EUR,SMB,Email,25-34,France,46.2276,2.2137
CUST0000790,2024-04-01 06:07:00,,USD,Consumer,Social,25-34,Canada,56.1304,-106.3468
CUST0000791,2024-01-06 18:12:00,EU,EUR,Consumer,Social,25-34,Netherlands,52.1326,5.2913
CUST0000792,2025-06-13 23:55:00,EU,GBP,SMB,Affiliate,18-24,United Kingdom,55.3781,-3.436
CUST0000793,2024-02-22 23:43:00,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000794,2024-08-28 21:56:00,EU,EUR,Consumer,Social,25-34,Germany,51.1657,10.4515
CUST0000795,2024-09-03 09:35:00,EU,EUR,Consumer,Organic,55+,France,46.2276,2.2137
CUST0000796,2024-03-05 09:01:00,,USD,Consumer,Paid Search,18-24,Canada,56.1304,-106.3468
CUST0000797,2025-03-24 23:27:00,EU,EUR,Consumer,Organic,25-34,France,46.2276,2.2137
CUST0000798,2024-09-22 02:05:00,EU,GBP,SOHO,Social,55+,United Kingdom,55.3781,-3.436
CUST0000799,2024-11-12 12:03:00,,USD,SOHO,Affiliate,35-44,United States,39.8283,-98.5795
CUST0000800,2025-02-10 21:13:00,EU,GBP,Consumer,Email,25-34,United Kingdom,55.3781,-3.436
CUST0000801,2024-08-20 12:06:00,EU,EUR,SOHO,Paid Search,18-24,Netherlands,52.1326,5.2913
CUST0000802,2025-05-13 22:53:00,EU,EUR,Consumer,Retail Media,35-44,Netherlands,52.1326,5.2913
CUST0000803,2024-05-30 17:06:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000804,2025-05-31 10:37:00,,USD,Enterprise,Email,35-44,Canada,56.1304,-106.3468
CUST0000805,2024-12-12 10:57:00,EU,GBP,Consumer,Paid Search,55+,United Kingdom,55.3781,-3.436
CUST0000806,2024-05-31 00:01:00,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000807,2024-07-19 20:08:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000808,2025-08-19 04:14:00,EU,EUR,SOHO,Retail Media,35-44,France,46.2276,2.2137
CUST0000809,2024-08-17 19:56:00,EU,GBP,SOHO,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000810,2025-06-23 12:42:00,LATAM,USD,Consumer,Paid Search,35-44,Brazil,-14.235,-51.9253
CUST0000811,2024-03-23 14:13:00,EU,EUR,Consumer,Organic,35-44,France,46.2276,2.2137
CUST0000812,2024-11-28 12:09:00,EU,GBP,SOHO,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000813,2024-08-22 06:40:00,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
